VAL;ST;Len;Type;Min;Max;Description
NAME;PACSB;5;N;;;pacs-apo-b100
VAL;PACSBA;4;N;0.33;0.46;pacs-apo-b100/apo-a1_0.33_0.46
VAL;PACSBA;4;N;0.46;0.57;pacs-apo-b100/apo-a1_0.46_0.57
VAL;PACSBA;4;N;0.57;0.64;pacs-apo-b100/apo-a1_0.57_0.64
VAL;PACSBA;4;N;0.64;0.72;pacs-apo-b100/apo-a1_0.64_0.72
VAL;PACSBA;4;N;0.72;1.12;pacs-apo-b100/apo-a1_0.72_1.12
NAME;PACSBA;4;N;;;pacs-apo-b100/apo-a1
VAL;PACSCH;5;N;121.0;177.8;pacs-chol_121.0_177.8
VAL;PACSCH;5;N;177.8;206.4;pacs-chol_177.8_206.4
VAL;PACSCH;5;N;206.4;224.4;pacs-chol_206.4_224.4
VAL;PACSCH;5;N;224.4;256.6;pacs-chol_224.4_256.6
VAL;PACSCH;5;N;256.6;339.0;pacs-chol_256.6_339.0
NAME;PACSCH;5;N;;;pacs-chol
VAL;PACSCR;4;N;0.03;0.06;pacs-creatinine_0.03_0.06
VAL;PACSCR;4;N;0.06;0.06;pacs-creatinine_0.06_0.06
VAL;PACSCR;4;N;0.06;0.07;pacs-creatinine_0.06_0.07
VAL;PACSCR;4;N;0.07;0.08;pacs-creatinine_0.07_0.08
VAL;PACSCR;4;N;0.08;0.13;pacs-creatinine_0.08_0.13
NAME;PACSCR;4;N;;;pacs-creatinine
VAL;PACSGL;4;N;4.07;4.84;pacs-glucose_4.07_4.84
VAL;PACSGL;4;N;4.84;5.14;pacs-glucose_4.84_5.14
VAL;PACSGL;4;N;5.14;5.43;pacs-glucose_5.14_5.43
VAL;PACSGL;4;N;5.43;5.77;pacs-glucose_5.43_5.77
VAL;PACSGL;4;N;5.77;8.18;pacs-glucose_5.77_8.18
NAME;PACSGL;4;N;;;pacs-glucose
VAL;PACSGC;4;N;0.04;1.17;pacs-glyc_0.04_1.17
VAL;PACSGC;4;N;1.17;1.25;pacs-glyc_1.17_1.25
VAL;PACSGC;4;N;1.25;1.32;pacs-glyc_1.25_1.32
VAL;PACSGC;4;N;1.32;1.42;pacs-glyc_1.32_1.42
VAL;PACSGC;3;N;1.42;1.8;pacs-glyc_1.42_1.8
NAME;PACSGC;3;N;;;pacs-glyc
VAL;PACSGS;4;N;0.28;0.49;pacs-glyc/spc_0.28_0.49
VAL;PACSGS;4;N;0.49;0.55;pacs-glyc/spc_0.49_0.55
VAL;PACSGS;4;N;0.55;0.62;pacs-glyc/spc_0.55_0.62
VAL;PACSGS;4;N;0.62;0.71;pacs-glyc/spc_0.62_0.71
VAL;PACSGS;4;N;0.71;6.04;pacs-glyc/spc_0.71_6.04
NAME;PACSGS;4;N;;;pacs-glyc/spc
VAL;PACSGA;4;N;0.03;0.84;pacs-glyca_0.03_0.84
VAL;PACSGA;4;N;0.84;0.91;pacs-glyca_0.84_0.91
VAL;PACSGA;4;N;0.91;0.95;pacs-glyca_0.91_0.95
VAL;PACSGA;4;N;0.95;1.02;pacs-glyca_0.95_1.02
VAL;PACSGA;3;N;1.02;1.3;pacs-glyca_1.02_1.3
NAME;PACSGA;3;N;;;pacs-glyca
VAL;PACSGB;4;N;0.01;0.32;pacs-glycb_0.01_0.32
VAL;PACSGB;4;N;0.32;0.35;pacs-glycb_0.32_0.35
VAL;PACSGB;4;N;0.35;0.37;pacs-glycb_0.35_0.37
VAL;PACSGB;4;N;0.37;0.39;pacs-glycb_0.37_0.39
VAL;PACSGB;4;N;0.39;0.52;pacs-glycb_0.39_0.52
NAME;PACSGB;4;N;;;pacs-glycb
VAL;PACSHC;4;N;35.0;47.0;pacs-hdl-chol_35.0_47.0
VAL;PACSHC;4;N;47.0;53.0;pacs-hdl-chol_47.0_53.0
VAL;PACSHC;4;N;53.0;59.2;pacs-hdl-chol_53.0_59.2
VAL;PACSHC;4;N;59.2;68.6;pacs-hdl-chol_59.2_68.6
VAL;PACSHC;4;N;68.6;97.0;pacs-hdl-chol_68.6_97.0
NAME;PACSHC;4;N;;;pacs-hdl-chol
VAL;PACSHP;4;N;44.0;66.4;pacs-hdl-phos_44.0_66.4
VAL;PACSHP;4;N;66.4;75.0;pacs-hdl-phos_66.4_75.0
VAL;PACSHP;4;N;75.0;81.0;pacs-hdl-phos_75.0_81.0
VAL;PACSHP;4;N;81.0;95.0;pacs-hdl-phos_81.0_95.0
VAL;PACSHP;5;N;95.0;133.0;pacs-hdl-phos_95.0_133.0
NAME;PACSHP;5;N;;;pacs-hdl-phos
VAL;PACSLD;4;N;20.0;90.0;pacs-ldl-chol_20.0_90.0
VAL;PACSLD;5;N;90.0;114.8;pacs-ldl-chol_90.0_114.8
VAL;PACSLD;5;N;114.8;132.2;pacs-ldl-chol_114.8_132.2
VAL;PACSLD;5;N;132.2;157.0;pacs-ldl-chol_132.2_157.0
VAL;PACSLD;5;N;157.0;216.0;pacs-ldl-chol_157.0_216.0
NAME;PACSLD;5;N;;;pacs-ldl-chol
VAL;PACSLP;4;N;15.0;53.4;pacs-ldl-phos_15.0_53.4
VAL;PACSLP;4;N;53.4;66.0;pacs-ldl-phos_53.4_66.0
VAL;PACSLP;4;N;66.0;74.0;pacs-ldl-phos_66.0_74.0
VAL;PACSLP;4;N;74.0;86.0;pacs-ldl-phos_74.0_86.0
VAL;PACSLP;5;N;86.0;117.0;pacs-ldl-phos_86.0_117.0
NAME;PACSLP;5;N;;;pacs-ldl-phos
VAL;PACSSP;4;N;0.02;1.84;pacs-spc_0.02_1.84
VAL;PACSSP;4;N;1.84;2.09;pacs-spc_1.84_2.09
VAL;PACSSP;4;N;2.09;2.26;pacs-spc_2.09_2.26
VAL;PACSSP;4;N;2.26;2.61;pacs-spc_2.26_2.61
VAL;PACSSP;4;N;2.61;4.04;pacs-spc_2.61_4.04
NAME;PACSSP;4;N;;;pacs-spc
VAL;PACSTG;4;N;35.0;67.0;pacs-tg_35.0_67.0
VAL;PACSTG;4;N;67.0;87.0;pacs-tg_67.0_87.0
VAL;PACSTG;5;N;87.0;119.6;pacs-tg_87.0_119.6
VAL;PACSTG;5;N;119.6;147.6;pacs-tg_119.6_147.6
VAL;PACSTG;5;N;147.6;276.0;pacs-tg_147.6_276.0
NAME;PACSTG;5;N;;;pacs-tg
VAL;PAL;4;N;0.04;0.07;palmitoylcarnitine-c16_0.04_0.07
VAL;PAL;4;N;0.07;0.09;palmitoylcarnitine-c16_0.07_0.09
VAL;PAL;4;N;0.09;0.11;palmitoylcarnitine-c16_0.09_0.11
VAL;PAL;4;N;0.11;0.13;palmitoylcarnitine-c16_0.11_0.13
VAL;PAL;4;N;0.13;0.33;palmitoylcarnitine-c16_0.13_0.33
NAME;PAL;4;N;;;palmitoylcarnitine-c16
VAL;PAB;7;N;961.94;4052.82;pantothenate_961.94_4052.82
VAL;PAB;7;N;4052.82;6994.75;pantothenate_4052.82_6994.75
VAL;PAB;8;N;6994.75;12311.76;pantothenate_6994.75_12311.76
VAL;PAB;8;N;12311.76;28012.97;pantothenate_12311.76_28012.97
VAL;PAB;9;N;28012.97;314243.28;pantothenate_28012.97_314243.28
NAME;PAB;9;N;;;pantothenate
VAL;PAN;5;N;1.19;19.38;pantothenic-acid_1.19_19.38
VAL;PAN;5;N;19.38;25.41;pantothenic-acid_19.38_25.41
VAL;PAN;5;N;25.41;30.94;pantothenic-acid_25.41_30.94
VAL;PAN;5;N;30.94;38.76;pantothenic-acid_30.94_38.76
VAL;PAN;6;N;38.76;629.03;pantothenic-acid_38.76_629.03
NAME;PAN;6;N;;;pantothenic-acid
VAL;PBF;5;N;16.3;31.32;pbf-(percent-body-fat)_16.3_31.32
VAL;PBF;5;N;31.32;36.54;pbf-(percent-body-fat)_31.32_36.54
VAL;PBF;5;N;36.54;40.66;pbf-(percent-body-fat)_36.54_40.66
VAL;PBF;5;N;40.66;45.42;pbf-(percent-body-fat)_40.66_45.42
VAL;PBF;4;N;45.42;55.0;pbf-(percent-body-fat)_45.42_55.0
NAME;PBF;4;N;;;pbf-(percent-body-fat)
VAL;PE;6;N;-120.6;-39.21;pe_-120.6_-39.21
VAL;PE;6;N;-39.21;-31.91;pe_-39.21_-31.91
VAL;PE;6;N;-31.91;-25.23;pe_-31.91_-25.23
VAL;PE;6;N;-25.23;-17.23;pe_-25.23_-17.23
VAL;PE;4;N;-17.23;0.15;pe_-17.23_0.15
NAME;PE;4;N;;;pe
VAL;PE160182;7;N;0.0;10837.8;pe-16:0-18:2_0.0_10837.8
VAL;PE160182;7;N;10837.8;17227.8;pe-16:0-18:2_10837.8_17227.8
VAL;PE160182;7;N;17227.8;22744.0;pe-16:0-18:2_17227.8_22744.0
VAL;PE160182;7;N;22744.0;29523.4;pe-16:0-18:2_22744.0_29523.4
VAL;PE160182;7;N;29523.4;91952.0;pe-16:0-18:2_29523.4_91952.0
NAME;PE160182;7;N;;;pe-16:0-18:2
VAL;PE160226;7;N;0.0;14043.0;pe-16:0-22:6_0.0_14043.0
VAL;PE160226;7;N;14043.0;23279.8;pe-16:0-22:6_14043.0_23279.8
VAL;PE160226;7;N;23279.8;32423.6;pe-16:0-22:6_23279.8_32423.6
VAL;PE160226;7;N;32423.6;41594.4;pe-16:0-22:6_32423.6_41594.4
VAL;PE160226;7;N;41594.4;84473.0;pe-16:0-22:6_41594.4_84473.0
NAME;PE160226;7;N;;;pe-16:0-22:6
VAL;PE180203;6;N;0.0;4962.4;pe-18:0-20:3_0.0_4962.4
VAL;PE180203;7;N;4962.4;15461.6;pe-18:0-20:3_4962.4_15461.6
VAL;PE180203;7;N;15461.6;22094.0;pe-18:0-20:3_15461.6_22094.0
VAL;PE180203;7;N;22094.0;32401.0;pe-18:0-20:3_22094.0_32401.0
VAL;PE180203;8;N;32401.0;114158.0;pe-18:0-20:3_32401.0_114158.0
NAME;PE180203;8;N;;;pe-18:0-20:3
VAL;PE180226;6;N;0.0;7730.8;pe-18:0-22:6_0.0_7730.8
VAL;PE180226;7;N;7730.8;16993.8;pe-18:0-22:6_7730.8_16993.8
VAL;PE180226;7;N;16993.8;26949.4;pe-18:0-22:6_16993.8_26949.4
VAL;PE180226;7;N;26949.4;38401.0;pe-18:0-22:6_26949.4_38401.0
VAL;PE180226;8;N;38401.0;101644.0;pe-18:0-22:6_38401.0_101644.0
NAME;PE180226;8;N;;;pe-18:0-22:6
VAL;PEO160205;6;N;0.0;1920.6;pe-o-16:0-20:5_0.0_1920.6
VAL;PEO160205;6;N;1920.6;2736.6;pe-o-16:0-20:5_1920.6_2736.6
VAL;PEO160205;6;N;2736.6;3742.0;pe-o-16:0-20:5_2736.6_3742.0
VAL;PEO160205;7;N;3742.0;15412.0;pe-o-16:0-20:5_3742.0_15412.0
NAME;PEO160205;7;N;;;pe-o-16:0-20:5
VAL;PEO161181;7;N;0.0;11174.8;pe-o-16:1-18:1_0.0_11174.8
VAL;PEO161181;7;N;11174.8;27526.8;pe-o-16:1-18:1_11174.8_27526.8
VAL;PEO161181;7;N;27526.8;35381.4;pe-o-16:1-18:1_27526.8_35381.4
VAL;PEO161181;7;N;35381.4;43330.8;pe-o-16:1-18:1_35381.4_43330.8
VAL;PEO161181;7;N;43330.8;82997.0;pe-o-16:1-18:1_43330.8_82997.0
NAME;PEO161181;7;N;;;pe-o-16:1-18:1
VAL;PEO161182;6;N;0.0;7859.0;pe-o-16:1-18:2_0.0_7859.0
VAL;PEO161182;7;N;7859.0;12858.6;pe-o-16:1-18:2_7859.0_12858.6
VAL;PEO161182;7;N;12858.6;15827.2;pe-o-16:1-18:2_12858.6_15827.2
VAL;PEO161182;7;N;15827.2;19750.4;pe-o-16:1-18:2_15827.2_19750.4
VAL;PEO161182;7;N;19750.4;38548.0;pe-o-16:1-18:2_19750.4_38548.0
NAME;PEO161182;7;N;;;pe-o-16:1-18:2
VAL;PEO161205;6;N;0.0;4080.0;pe-o-16:1-20:5_0.0_4080.0
VAL;PEO161205;6;N;4080.0;7534.2;pe-o-16:1-20:5_4080.0_7534.2
VAL;PEO161205;7;N;7534.2;10807.8;pe-o-16:1-20:5_7534.2_10807.8
VAL;PEO161205;7;N;10807.8;15885.6;pe-o-16:1-20:5_10807.8_15885.6
VAL;PEO161205;7;N;15885.6;42807.0;pe-o-16:1-20:5_15885.6_42807.0
NAME;PEO161205;7;N;;;pe-o-16:1-20:5
VAL;PEO171181;5;N;0.0;603.2;pe-o-17:1-18:1_0.0_603.2
VAL;PEO171181;6;N;603.2;2272.6;pe-o-17:1-18:1_603.2_2272.6
VAL;PEO171181;6;N;2272.6;3094.6;pe-o-17:1-18:1_2272.6_3094.6
VAL;PEO171181;6;N;3094.6;4100.8;pe-o-17:1-18:1_3094.6_4100.8
VAL;PEO171181;6;N;4100.8;9173.0;pe-o-17:1-18:1_4100.8_9173.0
NAME;PEO171181;6;N;;;pe-o-17:1-18:1
VAL;PEO171182;6;N;0.0;1837.6;pe-o-17:1-18:2_0.0_1837.6
VAL;PEO171182;6;N;1837.6;4564.4;pe-o-17:1-18:2_1837.6_4564.4
VAL;PEO171182;6;N;4564.4;6590.0;pe-o-17:1-18:2_4564.4_6590.0
VAL;PEO171182;6;N;6590.0;8803.6;pe-o-17:1-18:2_6590.0_8803.6
VAL;PEO171182;7;N;8803.6;23246.0;pe-o-17:1-18:2_8803.6_23246.0
NAME;PEO171182;7;N;;;pe-o-17:1-18:2
VAL;PEO171204;6;N;0.0;4586.2;pe-o-17:1-20:4_0.0_4586.2
VAL;PEO171204;7;N;4586.2;11603.0;pe-o-17:1-20:4_4586.2_11603.0
VAL;PEO171204;7;N;11603.0;15971.0;pe-o-17:1-20:4_11603.0_15971.0
VAL;PEO171204;7;N;15971.0;21409.0;pe-o-17:1-20:4_15971.0_21409.0
VAL;PEO171204;7;N;21409.0;63186.0;pe-o-17:1-20:4_21409.0_63186.0
NAME;PEO171204;7;N;;;pe-o-17:1-20:4
VAL;PEO171226;5;N;0.0;678.8;pe-o-17:1-22:6_0.0_678.8
VAL;PEO171226;6;N;678.8;2088.6;pe-o-17:1-22:6_678.8_2088.6
VAL;PEO171226;6;N;2088.6;2874.8;pe-o-17:1-22:6_2088.6_2874.8
VAL;PEO171226;6;N;2874.8;3930.8;pe-o-17:1-22:6_2874.8_3930.8
VAL;PEO171226;6;N;3930.8;8063.0;pe-o-17:1-22:6_3930.8_8063.0
NAME;PEO171226;6;N;;;pe-o-17:1-22:6
VAL;PEO181160;5;N;0.0;944.6;pe-o-18:1-16:0_0.0_944.6
VAL;PEO181160;6;N;944.6;3456.8;pe-o-18:1-16:0_944.6_3456.8
VAL;PEO181160;6;N;3456.8;4652.6;pe-o-18:1-16:0_3456.8_4652.6
VAL;PEO181160;7;N;4652.6;12560.0;pe-o-18:1-16:0_4652.6_12560.0
NAME;PEO181160;7;N;;;pe-o-18:1-16:0
VAL;PEO181182;7;N;0.0;21534.8;pe-o-18:1-18:2_0.0_21534.8
VAL;PEO181182;7;N;21534.8;57552.4;pe-o-18:1-18:2_21534.8_57552.4
VAL;PEO181182;7;N;57552.4;76840.8;pe-o-18:1-18:2_57552.4_76840.8
VAL;PEO181182;7;N;76840.8;98189.8;pe-o-18:1-18:2_76840.8_98189.8
VAL;PEO181182;8;N;98189.8;226350.0;pe-o-18:1-18:2_98189.8_226350.0
NAME;PEO181182;8;N;;;pe-o-18:1-18:2
VAL;PEO181203;6;N;0.0;4287.6;pe-o-18:1-20:3_0.0_4287.6
VAL;PEO181203;7;N;4287.6;15733.8;pe-o-18:1-20:3_4287.6_15733.8
VAL;PEO181203;7;N;15733.8;23558.2;pe-o-18:1-20:3_15733.8_23558.2
VAL;PEO181203;7;N;23558.2;31734.4;pe-o-18:1-20:3_23558.2_31734.4
VAL;PEO181203;7;N;31734.4;71065.0;pe-o-18:1-20:3_31734.4_71065.0
NAME;PEO181203;7;N;;;pe-o-18:1-20:3
VAL;PEO183226;6;N;0.0;3313.8;pe-o-18:3-22:6_0.0_3313.8
VAL;PEO183226;6;N;3313.8;5488.8;pe-o-18:3-22:6_3313.8_5488.8
VAL;PEO183226;6;N;5488.8;7549.8;pe-o-18:3-22:6_5488.8_7549.8
VAL;PEO183226;7;N;7549.8;18259.0;pe-o-18:3-22:6_7549.8_18259.0
NAME;PEO183226;7;N;;;pe-o-18:3-22:6
VAL;PEO191204;5;N;0.0;658.0;pe-o-19:1-20:4_0.0_658.0
VAL;PEO191204;6;N;658.0;2481.0;pe-o-19:1-20:4_658.0_2481.0
VAL;PEO191204;6;N;2481.0;3684.0;pe-o-19:1-20:4_2481.0_3684.0
VAL;PEO191204;6;N;3684.0;5045.4;pe-o-19:1-20:4_3684.0_5045.4
VAL;PEO191204;7;N;5045.4;14193.0;pe-o-19:1-20:4_5045.4_14193.0
NAME;PEO191204;7;N;;;pe-o-19:1-20:4
VAL;PEO191205;6;N;0.0;2685.2;pe-o-19:1-20:5_0.0_2685.2
VAL;PEO191205;6;N;2685.2;4443.6;pe-o-19:1-20:5_2685.2_4443.6
VAL;PEO191205;7;N;4443.6;38675.0;pe-o-19:1-20:5_4443.6_38675.0
NAME;PEO191205;7;N;;;pe-o-19:1-20:5
VAL;PEO201182;6;N;0.0;1198.4;pe-o-20:1-18:2_0.0_1198.4
VAL;PEO201182;6;N;1198.4;6067.2;pe-o-20:1-18:2_1198.4_6067.2
VAL;PEO201182;7;N;6067.2;10343.6;pe-o-20:1-18:2_6067.2_10343.6
VAL;PEO201182;7;N;10343.6;12905.6;pe-o-20:1-18:2_10343.6_12905.6
VAL;PEO201182;7;N;12905.6;27094.0;pe-o-20:1-18:2_12905.6_27094.0
NAME;PEO201182;7;N;;;pe-o-20:1-18:2
VAL;PEO201203;6;N;0.0;2037.2;pe-o-20:1-20:3_0.0_2037.2
VAL;PEO201203;6;N;2037.2;3754.4;pe-o-20:1-20:3_2037.2_3754.4
VAL;PEO201203;6;N;3754.4;5058.6;pe-o-20:1-20:3_3754.4_5058.6
VAL;PEO201203;7;N;5058.6;12852.0;pe-o-20:1-20:3_5058.6_12852.0
NAME;PEO201203;7;N;;;pe-o-20:1-20:3
VAL;PEO202226;5;N;0.0;874.8;pe-o-20:2-22:6_0.0_874.8
VAL;PEO202226;6;N;874.8;3976.0;pe-o-20:2-22:6_874.8_3976.0
VAL;PEO202226;6;N;3976.0;6761.2;pe-o-20:2-22:6_3976.0_6761.2
VAL;PEO202226;6;N;6761.2;9600.8;pe-o-20:2-22:6_6761.2_9600.8
VAL;PEO202226;7;N;9600.8;27877.0;pe-o-20:2-22:6_9600.8_27877.0
NAME;PEO202226;7;N;;;pe-o-20:2-22:6
VAL;PEO222204;6;N;0.0;3415.8;pe-o-22:2-20:4_0.0_3415.8
VAL;PEO222204;6;N;3415.8;5772.2;pe-o-22:2-20:4_3415.8_5772.2
VAL;PEO222204;6;N;5772.2;7385.0;pe-o-22:2-20:4_5772.2_7385.0
VAL;PEO222204;7;N;7385.0;20409.0;pe-o-22:2-20:4_7385.0_20409.0
NAME;PEO222204;7;N;;;pe-o-22:2-20:4
VAL;PHEN;8;N;3265.47;29803.95;phenol-sulfate_3265.47_29803.95
VAL;PHEN;8;N;29803.95;51381.85;phenol-sulfate_29803.95_51381.85
VAL;PHEN;8;N;51381.85;80255.01;phenol-sulfate_51381.85_80255.01
VAL;PHEN;9;N;80255.01;148668.12;phenol-sulfate_80255.01_148668.12
VAL;PHEN;10;N;148668.12;1600082.52;phenol-sulfate_148668.12_1600082.52
NAME;PHEN;10;N;;;phenol-sulfate
VAL;PHEHI;11;N;154093.96;14720417.08;phenylalanine-hi_154093.96_14720417.08
VAL;PHEHI;11;N;14720417.08;24687321.44;phenylalanine-hi_14720417.08_24687321.44
VAL;PHEHI;11;N;24687321.44;34099455.62;phenylalanine-hi_24687321.44_34099455.62
VAL;PHEHI;11;N;34099455.62;49200354.43;phenylalanine-hi_34099455.62_49200354.43
VAL;PHEHI;12;N;49200354.43;131794811.53;phenylalanine-hi_49200354.43_131794811.53
NAME;PHEHI;12;N;;;phenylalanine-hi
VAL;PHEMS;3;N;0.17;0.3;phenylalanine-ms_0.17_0.3
VAL;PHEMS;4;N;0.3;0.35;phenylalanine-ms_0.3_0.35
VAL;PHEMS;4;N;0.35;0.39;phenylalanine-ms_0.35_0.39
VAL;PHEMS;4;N;0.39;0.45;phenylalanine-ms_0.39_0.45
VAL;PHEMS;4;N;0.45;1.01;phenylalanine-ms_0.45_1.01
NAME;PHEMS;4;N;;;phenylalanine-ms
VAL;PHEMU;4;N;0.03;0.12;phenylalanine-mu_0.03_0.12
VAL;PHEMU;4;N;0.12;0.21;phenylalanine-mu_0.12_0.21
VAL;PHEMU;4;N;0.21;0.29;phenylalanine-mu_0.21_0.29
VAL;PHEMU;4;N;0.29;0.47;phenylalanine-mu_0.29_0.47
VAL;PHEMU;4;N;0.47;1.35;phenylalanine-mu_0.47_1.35
NAME;PHEMU;4;N;;;phenylalanine-mu
VAL;PHENS;4;N;0.0;0.06;phenylalanine-ns_0.0_0.06
VAL;PHENS;4;N;0.06;0.07;phenylalanine-ns_0.06_0.07
VAL;PHENS;4;N;0.07;0.24;phenylalanine-ns_0.07_0.24
VAL;PHENS;4;N;0.24;0.56;phenylalanine-ns_0.24_0.56
NAME;PHENS;4;N;;;phenylalanine-ns
VAL;PHESAS;5;N;22.53;51.83;phenylalanine-sas_22.53_51.83
VAL;PHESAS;5;N;51.83;65.35;phenylalanine-sas_51.83_65.35
VAL;PHESAS;4;N;65.35;72.8;phenylalanine-sas_65.35_72.8
VAL;PHESAS;5;N;72.8;84.67;phenylalanine-sas_72.8_84.67
VAL;PHESAS;6;N;84.67;135.21;phenylalanine-sas_84.67_135.21
NAME;PHESAS;6;N;;;phenylalanine-sas
VAL;PHOS;7;N;224.22;4462.52;phosphorus_224.22_4462.52
VAL;PHOS;7;N;4462.52;5869.79;phosphorus_4462.52_5869.79
VAL;PHOS;7;N;5869.79;6816.05;phosphorus_5869.79_6816.05
VAL;PHOS;6;N;6816.05;8154.2;phosphorus_6816.05_8154.2
VAL;PHOS;8;N;8154.2;28676.87;phosphorus_8154.2_28676.87
NAME;PHOS;8;N;;;phosphorus
VAL;PI160161;6;N;0.0;4187.2;pi-16:0-16:1_0.0_4187.2
VAL;PI160161;6;N;4187.2;8117.2;pi-16:0-16:1_4187.2_8117.2
VAL;PI160161;7;N;8117.2;12488.0;pi-16:0-16:1_8117.2_12488.0
VAL;PI160161;7;N;12488.0;22001.2;pi-16:0-16:1_12488.0_22001.2
VAL;PI160161;7;N;22001.2;77907.0;pi-16:0-16:1_22001.2_77907.0
NAME;PI160161;7;N;;;pi-16:0-16:1
VAL;PI170204;6;N;0.0;2457.4;pi-17:0-20:4_0.0_2457.4
VAL;PI170204;6;N;2457.4;6350.4;pi-17:0-20:4_2457.4_6350.4
VAL;PI170204;6;N;6350.4;9093.2;pi-17:0-20:4_6350.4_9093.2
VAL;PI170204;7;N;9093.2;11679.2;pi-17:0-20:4_9093.2_11679.2
VAL;PI170204;7;N;11679.2;21153.0;pi-17:0-20:4_11679.2_21153.0
NAME;PI170204;7;N;;;pi-17:0-20:4
VAL;PLT;5;N;89.0;223.0;plt_89.0_223.0
VAL;PLT;5;N;223.0;255.4;plt_223.0_255.4
VAL;PLT;6;N;255.4;281.93;plt_255.4_281.93
VAL;PLT;6;N;281.93;313.11;plt_281.93_313.11
VAL;PLT;5;N;313.11;523.0;plt_313.11_523.0
NAME;PLT;5;N;;;plt
VAL;PORK;6;N;0.0;143.89;pork_0.0_143.89
VAL;PORK;6;N;143.89;1406.4;pork_143.89_1406.4
NAME;PORK;6;N;;;pork
VAL;POR2;7;N;431.0;6743.39;portion-size_431.0_6743.39
VAL;POR2;7;N;6743.39;9066.43;portion-size_6743.39_9066.43
VAL;POR2;8;N;9066.43;10983.36;portion-size_9066.43_10983.36
VAL;POR2;7;N;10983.36;13289.0;portion-size_10983.36_13289.0
VAL;POR2;8;N;13289.0;62261.76;portion-size_13289.0_62261.76
NAME;POR2;8;N;;;portion-size
VAL;POS;3;N;1.0;3.0;position_1.0_3.0
VAL;POS;3;N;3.0;5.0;position_3.0_5.0
VAL;POS;3;N;5.0;7.0;position_5.0_7.0
VAL;POS;3;N;7.0;9.0;position_7.0_9.0
VAL;POS;4;N;9.0;11.0;position_9.0_11.0
NAME;POS;4;N;;;position
VAL;POT;7;N;856.35;9908.11;potassium_856.35_9908.11
VAL;POT;8;N;9908.11;12329.89;potassium_9908.11_12329.89
VAL;POT;8;N;12329.89;14305.46;potassium_12329.89_14305.46
VAL;POT;8;N;14305.46;17188.11;potassium_14305.46_17188.11
VAL;POT;8;N;17188.11;75831.48;potassium_17188.11_75831.48
NAME;POT;8;N;;;potassium
VAL;POUL;6;N;0.0;113.88;poultry_0.0_113.88
VAL;POUL;6;N;113.88;220.96;poultry_113.88_220.96
VAL;POUL;6;N;220.96;348.23;poultry_220.96_348.23
VAL;POUL;7;N;348.23;1393.41;poultry_348.23_1393.41
NAME;POUL;7;N;;;poultry
VAL;PRPL;6;N;0.0;497.48;processed-poultry_0.0_497.48
NAME;PRPL;6;N;;;processed-poultry
VAL;PRM;5;N;0.0;17.71;processed-red-meat_0.0_17.71
VAL;PRM;4;N;17.71;63.2;processed-red-meat_17.71_63.2
VAL;PRM;5;N;63.2;118.0;processed-red-meat_63.2_118.0
VAL;PRM;6;N;118.0;429.42;processed-red-meat_118.0_429.42
NAME;PRM;6;N;;;processed-red-meat
VAL;PROB;3;N;0.0;5.0;proline-betaine_0.0_5.0
VAL;PROB;3;N;5.0;7.0;proline-betaine_5.0_7.0
VAL;PROB;5;N;7.0;10.03;proline-betaine_7.0_10.03
VAL;PROB;5;N;10.03;17.46;proline-betaine_10.03_17.46
VAL;PROB;6;N;17.46;290.42;proline-betaine_17.46_290.42
NAME;PROB;6;N;;;proline-betaine
VAL;PROMS;4;N;0.46;0.81;proline-ms_0.46_0.81
VAL;PROMS;4;N;0.81;0.94;proline-ms_0.81_0.94
VAL;PROMS;3;N;0.94;1.1;proline-ms_0.94_1.1
VAL;PROMS;4;N;1.1;1.36;proline-ms_1.1_1.36
VAL;PROMS;4;N;1.36;8.28;proline-ms_1.36_8.28
NAME;PROMS;4;N;;;proline-ms
VAL;PROMU;4;N;0.01;0.02;proline-mu_0.01_0.02
VAL;PROMU;4;N;0.02;0.03;proline-mu_0.02_0.03
VAL;PROMU;4;N;0.03;0.04;proline-mu_0.03_0.04
VAL;PROMU;4;N;0.04;0.06;proline-mu_0.04_0.06
VAL;PROMU;4;N;0.06;0.38;proline-mu_0.06_0.38
NAME;PROMU;4;N;;;proline-mu
VAL;PRONS;4;N;0.0;0.32;proline-ns_0.0_0.32
VAL;PRONS;4;N;0.32;0.58;proline-ns_0.32_0.58
NAME;PRONS;4;N;;;proline-ns
VAL;PROP2;9;N;57588.82;483359.71;propionate_57588.82_483359.71
VAL;PROP2;9;N;483359.71;710471.82;propionate_483359.71_710471.82
VAL;PROP2;9;N;710471.82;891107.41;propionate_710471.82_891107.41
VAL;PROP2;10;N;891107.41;1168682.85;propionate_891107.41_1168682.85
VAL;PROP2;10;N;1168682.85;2908417.49;propionate_1168682.85_2908417.49
NAME;PROP2;10;N;;;propionate
VAL;PROP;4;N;0.18;0.39;propionylcarnitine-c3_0.18_0.39
VAL;PROP;4;N;0.39;0.51;propionylcarnitine-c3_0.39_0.51
VAL;PROP;4;N;0.51;0.65;propionylcarnitine-c3_0.51_0.65
VAL;PROP;3;N;0.65;0.8;propionylcarnitine-c3_0.65_0.8
VAL;PROP;4;N;0.8;2.46;propionylcarnitine-c3_0.8_2.46
NAME;PROP;4;N;;;propionylcarnitine-c3
VAL;TPLN;4;N;7.0;8.82;protein_7.0_8.82
